ticker,name,sector,industry,description,source
BCPL,BCPL Railway Infrastructure Ltd,Industrials,Infrastructure Operations,"Incorporated in 1995, BCPL Railway Infrastructure Ltd executes Railway Electrification Projects, turnkey OHE projects and other projects for Railway and government parties",screener
BDL,Bharat Dynamics Ltd,Industrials,Aerospace & Defense,"Bharat Dynamics (BDL), is a Government of India Enterprise. It is engaged in the manufacturing of guided missiles and allied defence equipments .",screener
BEARDSELL,Beardsell Ltd,Industrials,Building Products & Equipment,"Incorporated in 1936, Beardsell Ltd is a manufacturer and supplier of Expanded Polystyrene products and Prefabricated Building",screener
BECTORFOOD,Mrs Bectors Food Specialities Ltd,Consumer Defensive,Packaged Foods,"Incorporated in 1995, Mrs. Bectors Food Specialities Ltd manufactures biscuits and bakery products.",screener
BEDMUTHA,Bedmutha Industries Ltd,Basic Materials,Steel,"Incorporated in 1990, Bedmutha Industries Ltd is a manufacturer & exporter of steel and copper wires",screener
BEEKAY,Beekay Steel Industries Ltd,,,"Beekay Steel was incorporated in India on 28th March 1981, is engaged in the manufacturing of thermomechanical treatment (TMT) bars, hot rolled sections, bright bars, structurals, and machined bars. It offers both standard and customized sections, such as including round bars, square bars, etc.",screener
BEL,Bharat Electronics Ltd,Industrials,Aerospace & Defense,"Incorporated in 1954, Bharat Electronics Ltd manufactures and supplies electronic equipment and systems to the defence sector. Company also has a limited presence in the civilian market",screener
BELLACASA,Bella Casa Fashion & Retail Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1996, Bella Casa Fashion & Retail Ltd does manufacturing of home furnishings/home made-ups, women ethnic wear and men's ethnic wear",screener
BELRISE,Belrise Industries Ltd,Consumer Cyclical,Auto Parts,"Incorporated in 1988, Belrise Industries Limited manufactures Automotive Sheet Metal and casting parts, Polymer components, Suspension, and mirror systems for automotives.",screener
BEML,BEML Ltd,Industrials,Conglomerates,"BEML Ltd manufactures a wide range of heavy earthmoving equipment catering to the mining and construction industry, vehicles for defense forces and coaches for the metro and Indian Railways.",screener
BENGALASM,Bengal & Assam Company Ltd,,,"Bengal & Assam Company Limited is a Core Investment Company registered with the RBI. Its objective is to hold investments in its subsidiaries, other group companies, money market mutual funds etc., as prescribed by the RBI.",screener
BEPL,Bhansali Engineering Polymers Ltd,Basic Materials,Chemicals,"Bhansali Engineering Polymers Ltd is engaged in manufacturing and sale of ABS Resins, AES Resins, ASA resins, SAN resins and their alloys with other plastics in the Indian market. Its customers include leading companies dealing in Automobiles, Home Appliances, Electronics, Healthcare and Kitchenware.",screener
BERGEPAINT,Berger Paints India Ltd,Basic Materials,Specialty Chemicals,Berger Paints India is engaged in the Manufacturing and selling of Paints.(Source : 201903 Annual Report Page No: 117),screener
BESTAGRO,Best Agrolife Ltd,Basic Materials,Agricultural Inputs,"Best Agrolife (formerly known as Sahyog Multibase Limited) is a leading agrochemicals manufacturer in India and is among the top 15 agrochemicals companies in the country. It is one of the fastest growing manufacturers of Technicals, Formulations, Intermediates and Public Health products. Best Agrochem Private Limited was amalgamated with the Co. in April 2018.",screener
BETA,Beta Drugs Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,Beta Drugs Ltd is engaged in manufacturing of a wide range of oncology (anti-cancer) drugs in India. It has operations in the domestic and export markets.,screener
BFINVEST,BF Investment Ltd,Financial Services,Asset Management,BF Investment Ltd is a Non-Deposit taking Core Investment Company. It is primarily engaged in the business of making investments in Kalyani Group companies.,screener
BFUTILITIE,BF Utilities Ltd,Industrials,Infrastructure Operations,"Incorporated in 2000, BF Utilities Ltd is engaged in the generation of electricity through wind mills and Infrastructure activities.",screener
BGRENERGY,BGR Energy Systems Ltd,Industrials,Engineering & Construction,"Incorporated in 1985, BGR Energy Systems Ltd in the business of Supply of systems and Equipment and Turnkey Engineering project contracting",screener
BHAGCHEM,Bhagiradha Chemicals & Industries Ltd,Basic Materials,Agricultural Inputs,"Bhagiradha Chemicals & Industries is an Agro Chemical Company in India involved in the manufacturing of insecticides, fungicides, herbicides etc. It was Promoted by late Sri S. Koteswara Rao, a former scientist of Indian Institute of Chemical Technology, Hyderabad in the year 1993.",screener
BHAGERIA,Bhageria Industries Ltd,Basic Materials,Specialty Chemicals,"Incorporated in 1989, Bhageria Industries Ltd is in the business of Chemicals and Solar power generation & distribution",screener
BHAGYANGR,Bhagyanagar India Ltd,Basic Materials,Copper,"Incorporated in 1985, Bhagyanagar India Ltd. is engaged in manufacturing of copper and other copper products and alloys. The company is also in the business of wind power generation.",screener
BHANDARI,Bhandari Hosiery Exports Ltd,Consumer Cyclical,Apparel Manufacturing,"Incorporated in 1994, Bhandari Hosiery Exports Ltd is in the business of textiles and garment manufacturing",screener
BHARATCOAL,Bharat Coking Coal Ltd,Basic Materials,Coking Coal,"Incorporated in 1972, Bharat Coking Coal Limited (BCCL) is engaged in the production of coking coal, non-coking coal, and washed coal.",screener
BHARATFORG,Bharat Forge Ltd,Consumer Cyclical,Auto Parts,Bharat Forge is engaged in the manufacturing and selling of forged and machined Compoundant for auto and industry sector.(Source : 201903 Annual Report Page No: 123),screener
BHARATGEAR,Bharat Gears Ltd,Consumer Cyclical,Auto Parts,"Incorporated in 1971, Bharat Gears Ltdis in the Automotive Gears business",screener
BHARATRAS,Bharat Rasayan Ltd,Basic Materials,Agricultural Inputs,Bharat Rasayan Ltd is engaged in manufacturing Technical Grade Pesticides and Intermediates used in the agro-chemical industry. It was incorporated in 1989.,screener
BHARATSE,Bharat Seats Ltd,Consumer Cyclical,Auto Parts,"Incorporated in 1986, Bharat Seats Ltd manufactures complete seating system and interior component for the automotive and surface transport",screener
BHARATWIRE,Bharat Wire Ropes Ltd,Basic Materials,Steel,"Bharat Wire Ropes Limited is engaged in the business of manufacturing Steel Wire, Wire Ropes, Strands and Slings.",screener
BHARTIARTL,Bharti Airtel Ltd,Communication Services,Telecom Services,"Bharti Airtel Ltd is one of the world’s leading providers of telecommunication services with presence in 18 countries representing India, Sri Lanka, 14 countries in Africa.",screener
BHARTIHEXA,Bharti Hexacom Ltd,Communication Services,Telecom Services,"IIncorporated in 1995, Bharti Hexacom Ltd provides consumer mobile services, fixed- line telephone and broadband services in Rajasthan and Northeast telecom circles",screener
BHEL,Bharat Heavy Electricals Ltd,Industrials,Specialty Industrial Machinery,"Bharat Heavy Electricals Ltd is an integrated power plant equipment manufacturer engaged in design, engineering, manufacture, erection, testing, commissioning and servicing of a wide range of products and services for the core sectors of the economy, viz. Power, transmission, Industry, transportation, renewable energy, Oil & Gas and defence. It is the flagship engineering and manufacturing company of India owned and controlled by the Govt. of India.",screener
BI,Bilcare Ltd,,,"Incorporated in 1987, Bilcare Ltd. is engaged in the business of Pharmaceutical Packaging, Global Clinical Services, R&D services and Anti Counterfeit Technology (nCid).",screener
BIGBLOC,BIGBLOC Construction Ltd,Industrials,Building Products & Equipment,"Incorporated in 2015, BigBloc Construction Ltd manufactures, sells and marketing of AAC Blocks",screener
BIKAJI,Bikaji Foods International Ltd,Consumer Defensive,Packaged Foods,"Bikaji Foods International Limited is one of India's largest fast-moving consumer goods (""FMCG"") brands. The company's product range includes six principal categories: bhujia, namkeen, packaged sweets, papad, western snacks as well as other snacks which primarily include gift packs (assortment), frozen food, mathri range, and cookies.",screener
BIL,Bhartiya International Ltd,Consumer Cyclical,Footwear & Accessories,"Incorporated in 1983, Bhartiya International Ltd is in the business of manufacturing and trading of leather products and textile products.",screener
BIMETAL,Bimetal Bearings Ltd,Consumer Cyclical,Auto Parts,"Incorporated in 1961, Bimetal Bearings Ltd manufactures Engine Bearings, Bushings, Thrust Washers, Alloy Powder and Bimetallic Strips",screener
BIOCON,Biocon Ltd,Healthcare,Biotechnology,Biocon is engaged in the business of manufacture of biotechnology products and research services.(Source : 202003-01 Annual Report Page No:195),screener
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,"Incorporated in 1993, Biofil Chemicals and Pharmaceuticals Ltd deals in Pharmaceuticals and Chemicals products.",screener
BIRLACABLE,Birla Cable Ltd,Technology,Communication Equipment,"Incorporated in 1992, Birla Cable Ltd manufactures and sells telecommunications cables, other types of wires & cables, etc.",screener
BIRLACORPN,Birla Corporation Ltd,Basic Materials,Building Materials,Birla corporation It is a company of M.P Birla Group. The Co is engaged in the manufacturing of cement of various kinds and also has a presence in the jute goods industry.,screener
BIRLAMONEY,Aditya Birla Money Ltd,Financial Services,Capital Markets,"Incorporated in 1995, Aditya Birla Money Ltd is a stock broker, capital market products distributor, depository participant and PMS provider",screener
BIRLANU,BirlaNu Ltd,Industrials,Building Products & Equipment,"HIL Limited (HIL) is a part of the C.K. Birla Group and is headquartered in Hyderabad. It is one of the leading Companies in the building materials and construction industry with robust product pipeline and wide range. The company manufactures asbestos FC sheets, coloured steel sheets, non-asbestos corrugated roofing sheets, new generation building products like autoclaved aerated concrete (AAC) blocks (light bricks) that are used for walls in building constructions and aerocon panels and boards that are used as partition in residential and commercial buildings.",screener
